Report Date:,08/11/2025 19:45:39
Report User Name:,Bryce
Report Computer Name:,DESKTOP-9S7IEBK
Application:,WinSitu.exe
Application Version:,5.7.8.0


Log File Properties
File Name,Arizona.Creek.Baro_2025-08-11_19-45-18-131.wsl
Create Date,08/11/2025 19:45:15

Device Properties
Device,Rugged BaroTROLL
Site,Default Site
Device Name, 
Serial Number,1126822
Firmware Version,1.05
Hardware Version,0
Device Address,1
Device Comm Cfg,19200,8,Even,1,(Modbus-RTU)
Used Memory,0
Used Battery,0

Log Configuration
,Log Name,Arizona.Creek.Baro
,Created By,Bryce
,Computer Name,DESKTOP-9S7IEBK
,Application,WinSitu.exe
,Application Version,5.7.8.0
,Create Date,08/20/2024 07:28:44 Mountain Daylight Time
,Log Setup Time Zone,Mountain Daylight Time
,Notes Size(bytes),4096
,Overwrite when full,Disabled
,Scheduled Start Time,08/20/2024 08:00:00 Mountain Daylight Time
,Scheduled Stop Time,No Stop Time
,Type,Linear
 ,Interval,Days: 0 hrs: 00 mins: 15 secs: 00





Other Log Settings



Log Notes:
Date and Time,Note
08/20/2024 07:28:54,Used Battery: 0% Used Memory: 3%   User Name: Bryce
08/11/2025 19:40:36,Log Download - Used Battery: 7% Used Memory: 28%   User Name: Bryce


Log Data:
Record Count,34223

Sensors,1

 ,1,1126822,Baro-Pressure/Temp

Time Zone: Mountain Daylight Time

,,Sensor: Baro Pres                       ,Sensor: Baro Pres                       ,
12/23/2024 08:15:00, 10804500.001,                                   0.795,                                  -1.324,
12/23/2024 08:30:00, 10805400.001,                                   0.795,                                  -1.324,
12/23/2024 08:45:00, 10806300.001,                                   0.795,                                  -1.269,
12/23/2024 09:00:00, 10807200.001,                                   0.795,                                  -1.214,
12/23/2024 09:15:00, 10808100.001,                                   0.795,                                  -1.104,
12/23/2024 09:30:00, 10809000.001,                                   0.795,                                  -0.939,
12/23/2024 09:45:00, 10809900.001,                                   0.795,                                  -0.774,
12/23/2024 10:00:00, 10810800.001,                                   0.796,                                  -0.664,
12/23/2024 10:15:00, 10811700.001,                                   0.796,                                  -0.554,
12/23/2024 10:30:00, 10812600.001,                                   0.795,                                  -0.225,
12/23/2024 10:45:00, 10813500.001,                                   0.796,                                  -0.061,
12/23/2024 11:00:00, 10814400.001,                                   0.796,                                   0.213,
12/23/2024 11:15:00, 10815300.001,                                   0.795,                                   0.322,
12/23/2024 11:30:00, 10816200.001,                                   0.795,                                   0.432,
12/23/2024 11:45:00, 10817100.001,                                   0.795,                                   0.650,
12/23/2024 12:00:00, 10818000.001,                                   0.795,                                   1.467,
12/23/2024 12:15:00, 10818900.001,                                   0.795,                                   1.739,
12/23/2024 12:30:00, 10819800.001,                                   0.795,                                   1.847,
12/23/2024 12:45:00, 10820700.001,                                   0.795,                                   1.630,
12/23/2024 13:00:00, 10821600.001,                                   0.795,                                   1.522,
12/23/2024 13:15:00, 10822500.001,                                   0.794,                                   1.304,
12/23/2024 13:30:00, 10823400.001,                                   0.795,                                   1.467,
12/23/2024 13:45:00, 10824300.001,                                   0.795,                                   1.304,
12/23/2024 14:00:00, 10825200.001,                                   0.795,                                   1.195,
12/23/2024 14:15:00, 10826100.001,                                   0.795,                                   1.195,
12/23/2024 14:30:00, 10827000.001,                                   0.796,                                   0.977,
12/23/2024 14:45:00, 10827900.001,                                   0.796,                                   0.595,
12/23/2024 15:00:00, 10828800.001,                                   0.796,                                   0.650,
12/23/2024 15:15:00, 10829700.001,                                   0.796,                                   0.923,
12/23/2024 15:30:00, 10830600.001,                                   0.796,                                   0.814,
12/23/2024 15:45:00, 10831500.001,                                   0.796,                                   0.541,
12/23/2024 16:00:00, 10832400.001,                                   0.797,                                   0.377,
12/23/2024 16:15:00, 10833300.001,                                   0.797,                                   0.213,
12/23/2024 16:30:00, 10834200.001,                                   0.797,                                   0.049,
12/23/2024 16:45:00, 10835100.001,                                   0.797,                                  -0.115,
12/23/2024 17:00:00, 10836000.001,                                   0.797,                                  -0.225,
12/23/2024 17:15:00, 10836900.001,                                   0.797,                                  -0.280,
12/23/2024 17:30:00, 10837800.001,                                   0.797,                                  -0.280,
12/23/2024 17:45:00, 10838700.001,                                   0.797,                                  -0.335,
12/23/2024 18:00:00, 10839600.001,                                   0.797,                                  -0.280,
12/23/2024 18:15:00, 10840500.001,                                   0.797,                                  -0.170,
12/23/2024 18:30:00, 10841400.001,                                   0.798,                                  -0.280,
12/23/2024 18:45:00, 10842300.001,                                   0.798,                                  -0.170,
12/23/2024 19:00:00, 10843200.001,                                   0.798,                                  -0.170,
12/23/2024 19:15:00, 10844100.001,                                   0.798,                                  -0.225,
12/23/2024 19:30:00, 10845000.001,                                   0.798,                                  -0.335,
12/23/2024 19:45:00, 10845900.001,                                   0.798,                                  -0.170,
12/23/2024 20:00:00, 10846800.001,                                   0.798,                                  -0.170,
12/23/2024 20:15:00, 10847700.001,                                   0.798,                                  -0.225,
12/23/2024 20:30:00, 10848600.001,                                   0.798,                                  -0.225,
12/23/2024 20:45:00, 10849500.001,                                   0.799,                                  -0.335,
12/23/2024 21:00:00, 10850400.001,                                   0.799,                                  -0.335,
12/23/2024 21:15:00, 10851300.001,                                   0.798,                                  -0.335,
12/23/2024 21:30:00, 10852200.001,                                   0.799,                                  -0.335,
12/23/2024 21:45:00, 10853100.001,                                   0.798,                                  -0.225,
12/23/2024 22:00:00, 10854000.001,                                   0.798,                                  -0.335,
12/23/2024 22:15:00, 10854900.001,                                   0.798,                                  -0.335,
12/23/2024 22:30:00, 10855800.001,                                   0.798,                                  -0.280,
12/23/2024 22:45:00, 10856700.001,                                   0.799,                                  -0.335,
12/23/2024 23:00:00, 10857600.001,                                   0.799,                                  -0.389,
12/23/2024 23:15:00, 10858500.001,                                   0.799,                                  -0.389,
12/23/2024 23:30:00, 10859400.001,                                   0.799,                                  -0.335,
12/23/2024 23:45:00, 10860300.001,                                   0.799,                                  -0.280,
12/24/2024 00:00:00, 10861200.001,                                   0.798,                                  -0.280,
12/24/2024 00:15:00, 10862100.001,                                   0.798,                                  -0.389,
12/24/2024 00:30:00, 10863000.001,                                   0.798,                                  -0.389,
12/24/2024 00:45:00, 10863900.001,                                   0.798,                                  -0.389,
12/24/2024 01:00:00, 10864800.001,                                   0.799,                                  -0.389,
12/24/2024 01:15:00, 10865700.001,                                   0.799,                                  -0.389,
12/24/2024 01:30:00, 10866600.001,                                   0.799,                                  -0.389,
12/24/2024 01:45:00, 10867500.001,                                   0.799,                                  -0.444,
12/24/2024 02:00:00, 10868400.001,                                   0.799,                                  -0.389,
12/24/2024 02:15:00, 10869300.001,                                   0.799,                                  -0.389,
12/24/2024 02:30:00, 10870200.001,                                   0.798,                                  -0.444,
12/24/2024 02:45:00, 10871100.001,                                   0.799,                                  -0.499,
12/24/2024 03:00:00, 10872000.001,                                   0.799,                                  -0.499,
12/24/2024 03:15:00, 10872900.001,                                   0.799,                                  -0.554,
12/24/2024 03:30:00, 10873800.001,                                   0.799,                                  -0.609,
12/24/2024 03:45:00, 10874700.001,                                   0.798,                                  -0.609,
12/24/2024 04:00:00, 10875600.001,                                   0.798,                                  -0.719,
12/24/2024 04:15:00, 10876500.001,                                   0.798,                                  -0.719,
12/24/2024 04:30:00, 10877400.001,                                   0.799,                                  -0.774,
12/24/2024 04:45:00, 10878300.001,                                   0.798,                                  -0.829,
12/24/2024 05:00:00, 10879200.001,                                   0.798,                                  -0.829,
12/24/2024 05:15:00, 10880100.001,                                   0.798,                                  -0.939,
12/24/2024 05:30:00, 10881000.001,                                   0.798,                                  -0.994,
12/24/2024 05:45:00, 10881900.001,                                   0.797,                                  -1.049,
12/24/2024 06:00:00, 10882800.001,                                   0.797,                                  -1.104,
12/24/2024 06:15:00, 10883700.001,                                   0.797,                                  -1.104,
12/24/2024 06:30:00, 10884600.001,                                   0.798,                                  -1.104,
12/24/2024 06:45:00, 10885500.001,                                   0.797,                                  -1.159,
12/24/2024 07:00:00, 10886400.001,                                   0.797,                                  -1.159,
12/24/2024 07:15:00, 10887300.001,                                   0.797,                                  -1.269,
12/24/2024 07:30:00, 10888200.001,                                   0.797,                                  -1.324,
12/24/2024 07:45:00, 10889100.001,                                   0.797,                                  -1.269,
12/24/2024 08:00:00, 10890000.001,                                   0.797,                                  -1.214,
12/24/2024 08:15:00, 10890900.001,                                   0.797,                                  -1.049,
12/24/2024 08:30:00, 10891800.001,                                   0.797,                                  -1.159,
12/24/2024 08:45:00, 10892700.001,                                   0.797,                                  -1.159,
12/24/2024 09:00:00, 10893600.001,                                   0.797,                                  -1.049,
12/24/2024 09:15:00, 10894500.001,                                   0.797,                                  -0.994,
12/24/2024 09:30:00, 10895400.001,                                   0.797,                                  -0.939,
12/24/2024 09:45:00, 10896300.001,                                   0.797,                                  -0.884,
12/24/2024 10:00:00, 10897200.001,                                   0.797,                                  -0.774,
12/24/2024 10:15:00, 10898100.001,                                   0.797,                                  -0.389,
12/24/2024 10:30:00, 10899000.001,                                   0.796,                                  -0.006,
12/24/2024 10:45:00, 10899900.001,                                   0.796,                                   0.104,
12/24/2024 11:00:00, 10900800.001,                                   0.797,                                   0.049,
12/24/2024 11:15:00, 10901700.001,                                   0.796,                                   0.268,
12/24/2024 11:30:00, 10902600.001,                                   0.796,                                   0.595,
12/24/2024 11:45:00, 10903500.001,                                   0.796,                                   1.195,
12/24/2024 12:00:00, 10904400.001,                                   0.795,                                   1.630,
12/24/2024 12:15:00, 10905300.001,                                   0.794,                                   2.660,
12/24/2024 12:30:00, 10906200.001,                                   0.794,                                   2.984,
12/24/2024 12:45:00, 10907100.001,                                   0.794,                                   2.444,
12/24/2024 13:00:00, 10908000.001,                                   0.793,                                   1.793,
12/24/2024 13:15:00, 10908900.001,                                   0.793,                                   1.358,
12/24/2024 13:30:00, 10909800.001,                                   0.792,                                   0.759,
12/24/2024 13:45:00, 10910700.001,                                   0.793,                                   0.432,
12/24/2024 14:00:00, 10911600.001,                                   0.792,                                   0.377,
12/24/2024 14:15:00, 10912500.001,                                   0.792,                                   0.486,
12/24/2024 14:30:00, 10913400.001,                                   0.791,                                   0.814,
12/24/2024 14:45:00, 10914300.001,                                   0.792,                                   0.977,
12/24/2024 15:00:00, 10915200.001,                                   0.791,                                   0.923,
12/24/2024 15:15:00, 10916100.001,                                   0.790,                                   0.868,
12/24/2024 15:30:00, 10917000.001,                                   0.791,                                   0.650,
12/24/2024 15:45:00, 10917900.001,                                   0.791,                                   0.322,
12/24/2024 16:00:00, 10918800.001,                                   0.790,                                  -0.170,
12/24/2024 16:15:00, 10919700.001,                                   0.790,                                  -0.389,
12/24/2024 16:30:00, 10920600.001,                                   0.790,                                  -0.499,
12/24/2024 16:45:00, 10921500.001,                                   0.790,                                  -0.664,
12/24/2024 17:00:00, 10922400.001,                                   0.790,                                  -0.774,
12/24/2024 17:15:00, 10923300.001,                                   0.789,                                  -0.884,
12/24/2024 17:30:00, 10924200.001,                                   0.789,                                  -0.994,
12/24/2024 17:45:00, 10925100.001,                                   0.789,                                  -0.994,
12/24/2024 18:00:00, 10926000.001,                                   0.789,                                  -1.104,
12/24/2024 18:15:00, 10926900.001,                                   0.789,                                  -1.214,
12/24/2024 18:30:00, 10927800.001,                                   0.789,                                  -1.324,
12/24/2024 18:45:00, 10928700.001,                                   0.789,                                  -1.434,
12/24/2024 19:00:00, 10929600.001,                                   0.789,                                  -1.489,
12/24/2024 19:15:00, 10930500.001,                                   0.789,                                  -1.489,
12/24/2024 19:30:00, 10931400.001,                                   0.789,                                  -1.544,
12/24/2024 19:45:00, 10932300.001,                                   0.789,                                  -1.654,
12/24/2024 20:00:00, 10933200.001,                                   0.789,                                  -1.710,
12/24/2024 20:15:00, 10934100.001,                                   0.789,                                  -1.710,
12/24/2024 20:30:00, 10935000.001,                                   0.789,                                  -1.765,
12/24/2024 20:45:00, 10935900.001,                                   0.789,                                  -1.820,
12/24/2024 21:00:00, 10936800.001,                                   0.789,                                  -1.765,
12/24/2024 21:15:00, 10937700.001,                                   0.789,                                  -1.710,
12/24/2024 21:30:00, 10938600.001,                                   0.789,                                  -1.710,
12/24/2024 21:45:00, 10939500.001,                                   0.788,                                  -1.654,
12/24/2024 22:00:00, 10940400.001,                                   0.788,                                  -1.599,
12/24/2024 22:15:00, 10941300.001,                                   0.788,                                  -1.544,
12/24/2024 22:30:00, 10942200.001,                                   0.788,                                  -1.489,
12/24/2024 22:45:00, 10943100.001,                                   0.788,                                  -1.489,
12/24/2024 23:00:00, 10944000.001,                                   0.788,                                  -1.599,
12/24/2024 23:15:00, 10944900.001,                                   0.788,                                  -1.599,
12/24/2024 23:30:00, 10945800.001,                                   0.788,                                  -1.544,
12/24/2024 23:45:00, 10946700.001,                                   0.788,                                  -1.599,
12/25/2024 00:00:00, 10947600.001,                                   0.787,                                  -1.599,
12/25/2024 00:15:00, 10948500.001,                                   0.787,                                  -1.544,
12/25/2024 00:30:00, 10949400.001,                                   0.787,                                  -1.544,
12/25/2024 00:45:00, 10950300.001,                                   0.787,                                  -1.544,
12/25/2024 01:00:00, 10951200.001,                                   0.787,                                  -1.599,
12/25/2024 01:15:00, 10952100.001,                                   0.787,                                  -1.544,
12/25/2024 01:30:00, 10953000.001,                                   0.787,                                  -1.544,
12/25/2024 01:45:00, 10953900.001,                                   0.787,                                  -1.544,
12/25/2024 02:00:00, 10954800.001,                                   0.787,                                  -1.544,
12/25/2024 02:15:00, 10955700.001,                                   0.787,                                  -1.544,
12/25/2024 02:30:00, 10956600.001,                                   0.786,                                  -1.599,
12/25/2024 02:45:00, 10957500.001,                                   0.787,                                  -1.544,
12/25/2024 03:00:00, 10958400.001,                                   0.787,                                  -1.544,
12/25/2024 03:15:00, 10959300.001,                                   0.787,                                  -1.599,
12/25/2024 03:30:00, 10960200.001,                                   0.787,                                  -1.599,
12/25/2024 03:45:00, 10961100.001,                                   0.786,                                  -1.599,
12/25/2024 04:00:00, 10962000.001,                                   0.787,                                  -1.710,
12/25/2024 04:15:00, 10962900.001,                                   0.787,                                  -1.710,
12/25/2024 04:30:00, 10963800.001,                                   0.787,                                  -1.710,
12/25/2024 04:45:00, 10964700.001,                                   0.787,                                  -1.765,
12/25/2024 05:00:00, 10965600.001,                                   0.787,                                  -1.765,
12/25/2024 05:15:00, 10966500.001,                                   0.787,                                  -1.820,
12/25/2024 05:30:00, 10967400.001,                                   0.787,                                  -1.820,
12/25/2024 05:45:00, 10968300.001,                                   0.787,                                  -1.820,
12/25/2024 06:00:00, 10969200.001,                                   0.788,                                  -1.820,
12/25/2024 06:15:00, 10970100.001,                                   0.787,                                  -1.820,
12/25/2024 06:30:00, 10971000.001,                                   0.788,                                  -1.820,
12/25/2024 06:45:00, 10971900.001,                                   0.788,                                  -1.820,
12/25/2024 07:00:00, 10972800.001,                                   0.788,                                  -1.765,
12/25/2024 07:15:00, 10973700.001,                                   0.788,                                  -1.710,
12/25/2024 07:30:00, 10974600.001,                                   0.788,                                  -1.710,
12/25/2024 07:45:00, 10975500.001,                                   0.788,                                  -1.765,
12/25/2024 08:00:00, 10976400.001,                                   0.789,                                  -1.710,
12/25/2024 08:15:00, 10977300.001,                                   0.789,                                  -1.654,
12/25/2024 08:30:00, 10978200.001,                                   0.789,                                  -1.654,
12/25/2024 08:45:00, 10979100.001,                                   0.789,                                  -1.599,
12/25/2024 09:00:00, 10980000.001,                                   0.789,                                  -1.489,
12/25/2024 09:15:00, 10980900.001,                                   0.789,                                  -1.379,
12/25/2024 09:30:00, 10981800.001,                                   0.789,                                  -1.214,
12/25/2024 09:45:00, 10982700.001,                                   0.789,                                  -0.994,
12/25/2024 10:00:00, 10983600.001,                                   0.789,                                  -0.774,
12/25/2024 10:15:00, 10984500.001,                                   0.789,                                  -0.609,
12/25/2024 10:30:00, 10985400.001,                                   0.790,                                  -0.554,
12/25/2024 10:45:00, 10986300.001,                                   0.790,                                  -0.444,
12/25/2024 11:00:00, 10987200.001,                                   0.789,                                  -0.389,
12/25/2024 11:15:00, 10988100.001,                                   0.790,                                  -0.335,
12/25/2024 11:30:00, 10989000.001,                                   0.789,                                  -0.225,
12/25/2024 11:45:00, 10989900.001,                                   0.789,                                  -0.225,
12/25/2024 12:00:00, 10990800.001,                                   0.789,                                  -0.006,
12/25/2024 12:15:00, 10991700.001,                                   0.789,                                   0.049,
12/25/2024 12:30:00, 10992600.001,                                   0.788,                                   0.486,
12/25/2024 12:45:00, 10993500.001,                                   0.788,                                   0.814,
12/25/2024 13:00:00, 10994400.001,                                   0.788,                                   0.814,
12/25/2024 13:15:00, 10995300.001,                                   0.789,                                   0.759,
12/25/2024 13:30:00, 10996200.001,                                   0.788,                                   0.759,
12/25/2024 13:45:00, 10997100.001,                                   0.789,                                   0.595,
12/25/2024 14:00:00, 10998000.001,                                   0.789,                                   0.432,
12/25/2024 14:15:00, 10998900.001,                                   0.789,                                   0.268,
12/25/2024 14:30:00, 10999800.001,                                   0.789,                                   0.158,
12/25/2024 14:45:00, 11000700.001,                                   0.789,                                   0.104,
12/25/2024 15:00:00, 11001600.001,                                   0.789,                                   0.049,
12/25/2024 15:15:00, 11002500.001,                                   0.789,                                   0.049,
12/25/2024 15:30:00, 11003400.001,                                   0.790,                                  -0.061,
12/25/2024 15:45:00, 11004300.001,                                   0.790,                                  -0.170,
12/25/2024 16:00:00, 11005200.001,                                   0.790,                                  -0.170,
12/25/2024 16:15:00, 11006100.001,                                   0.790,                                  -0.335,
12/25/2024 16:30:00, 11007000.001,                                   0.790,                                  -0.389,
12/25/2024 16:45:00, 11007900.001,                                   0.791,                                  -0.499,
12/25/2024 17:00:00, 11008800.001,                                   0.791,                                  -0.609,
12/25/2024 17:15:00, 11009700.001,                                   0.791,                                  -0.719,
12/25/2024 17:30:00, 11010600.001,                                   0.791,                                  -0.884,
12/25/2024 17:45:00, 11011500.001,                                   0.791,                                  -0.994,
12/25/2024 18:00:00, 11012400.001,                                   0.791,                                  -1.104,
12/25/2024 18:15:00, 11013300.001,                                   0.791,                                  -1.214,
12/25/2024 18:30:00, 11014200.001,                                   0.791,                                  -1.324,
12/25/2024 18:45:00, 11015100.001,                                   0.791,                                  -1.379,
12/25/2024 19:00:00, 11016000.001,                                   0.791,                                  -1.434,
12/25/2024 19:15:00, 11016900.001,                                   0.791,                                  -1.489,
12/25/2024 19:30:00, 11017800.001,                                   0.791,                                  -1.599,
12/25/2024 19:45:00, 11018700.001,                                   0.791,                                  -1.710,
12/25/2024 20:00:00, 11019600.001,                                   0.791,                                  -1.710,
12/25/2024 20:15:00, 11020500.001,                                   0.791,                                  -1.765,
12/25/2024 20:30:00, 11021400.001,                                   0.791,                                  -1.765,
12/25/2024 20:45:00, 11022300.001,                                   0.791,                                  -1.710,
12/25/2024 21:00:00, 11023200.001,                                   0.791,                                  -1.765,
12/25/2024 21:15:00, 11024100.001,                                   0.791,                                  -1.765,
12/25/2024 21:30:00, 11025000.001,                                   0.791,                                  -1.765,
12/25/2024 21:45:00, 11025900.001,                                   0.791,                                  -1.765,
12/25/2024 22:00:00, 11026800.001,                                   0.791,                                  -1.765,
12/25/2024 22:15:00, 11027700.001,                                   0.791,                                  -1.820,
12/25/2024 22:30:00, 11028600.001,                                   0.791,                                  -1.875,
12/25/2024 22:45:00, 11029500.001,                                   0.791,                                  -1.875,
12/25/2024 23:00:00, 11030400.001,                                   0.791,                                  -1.875,
12/25/2024 23:15:00, 11031300.001,                                   0.791,                                  -1.930,
12/25/2024 23:30:00, 11032200.001,                                   0.790,                                  -2.041,
12/25/2024 23:45:00, 11033100.001,                                   0.791,                                  -2.096,
12/26/2024 00:00:00, 11034000.001,                                   0.791,                                  -2.262,
12/26/2024 00:15:00, 11034900.001,                                   0.791,                                  -2.207,
12/26/2024 00:30:00, 11035800.001,                                   0.791,                                  -2.152,
12/26/2024 00:45:00, 11036700.001,                                   0.791,                                  -2.262,
12/26/2024 01:00:00, 11037600.001,                                   0.791,                                  -2.373,
12/26/2024 01:15:00, 11038500.001,                                   0.790,                                  -2.484,
12/26/2024 01:30:00, 11039400.001,                                   0.790,                                  -2.539,
12/26/2024 01:45:00, 11040300.001,                                   0.790,                                  -2.539,
12/26/2024 02:00:00, 11041200.001,                                   0.790,                                  -2.539,
12/26/2024 02:15:00, 11042100.001,                                   0.790,                                  -2.539,
12/26/2024 02:30:00, 11043000.001,                                   0.790,                                  -2.539,
12/26/2024 02:45:00, 11043900.001,                                   0.789,                                  -2.539,
12/26/2024 03:00:00, 11044800.001,                                   0.789,                                  -2.484,
12/26/2024 03:15:00, 11045700.001,                                   0.789,                                  -2.594,
12/26/2024 03:30:00, 11046600.001,                                   0.789,                                  -2.594,
12/26/2024 03:45:00, 11047500.001,                                   0.789,                                  -2.650,
12/26/2024 04:00:00, 11048400.001,                                   0.789,                                  -2.594,
12/26/2024 04:15:00, 11049300.001,                                   0.788,                                  -2.650,
12/26/2024 04:30:00, 11050200.001,                                   0.788,                                  -2.761,
12/26/2024 04:45:00, 11051100.001,                                   0.787,                                  -2.705,
12/26/2024 05:00:00, 11052000.001,                                   0.788,                                  -2.705,
12/26/2024 05:15:00, 11052900.001,                                   0.788,                                  -2.650,
12/26/2024 05:30:00, 11053800.001,                                   0.788,                                  -2.650,
12/26/2024 05:45:00, 11054700.001,                                   0.788,                                  -2.816,
12/26/2024 06:00:00, 11055600.001,                                   0.788,                                  -2.705,
12/26/2024 06:15:00, 11056500.001,                                   0.787,                                  -2.650,
12/26/2024 06:30:00, 11057400.001,                                   0.787,                                  -2.927,
12/26/2024 06:45:00, 11058300.001,                                   0.787,                                  -3.483,
12/26/2024 07:00:00, 11059200.001,                                   0.787,                                  -3.650,
12/26/2024 07:15:00, 11060100.001,                                   0.788,                                  -3.594,
12/26/2024 07:30:00, 11061000.001,                                   0.787,                                  -3.538,
12/26/2024 07:45:00, 11061900.001,                                   0.787,                                  -3.483,
12/26/2024 08:00:00, 11062800.001,                                   0.787,                                  -3.427,
12/26/2024 08:15:00, 11063700.001,                                   0.787,                                  -3.483,
12/26/2024 08:30:00, 11064600.001,                                   0.787,                                  -3.371,
12/26/2024 08:45:00, 11065500.001,                                   0.786,                                  -3.371,
12/26/2024 09:00:00, 11066400.001,                                   0.786,                                  -3.316,
12/26/2024 09:15:00, 11067300.001,                                   0.786,                                  -3.371,
12/26/2024 09:30:00, 11068200.001,                                   0.786,                                  -3.205,
12/26/2024 09:45:00, 11069100.001,                                   0.786,                                  -3.094,
12/26/2024 10:00:00, 11070000.001,                                   0.786,                                  -2.982,
12/26/2024 10:15:00, 11070900.001,                                   0.786,                                  -2.816,
12/26/2024 10:30:00, 11071800.001,                                   0.786,                                  -2.594,
12/26/2024 10:45:00, 11072700.001,                                   0.786,                                  -2.484,
12/26/2024 11:00:00, 11073600.001,                                   0.785,                                  -2.428,
12/26/2024 11:15:00, 11074500.001,                                   0.785,                                  -2.373,
12/26/2024 11:30:00, 11075400.001,                                   0.785,                                  -2.317,
12/26/2024 11:45:00, 11076300.001,                                   0.785,                                  -2.207,
12/26/2024 12:00:00, 11077200.001,                                   0.784,                                  -2.207,
12/26/2024 12:15:00, 11078100.001,                                   0.784,                                  -2.207,
12/26/2024 12:30:00, 11079000.001,                                   0.784,                                  -2.152,
12/26/2024 12:45:00, 11079900.001,                                   0.784,                                  -2.152,
12/26/2024 13:00:00, 11080800.001,                                   0.783,                                  -2.096,
12/26/2024 13:15:00, 11081700.001,                                   0.783,                                  -2.041,
12/26/2024 13:30:00, 11082600.001,                                   0.783,                                  -1.986,
12/26/2024 13:45:00, 11083500.001,                                   0.783,                                  -1.930,
12/26/2024 14:00:00, 11084400.001,                                   0.783,                                  -1.875,
12/26/2024 14:15:00, 11085300.001,                                   0.783,                                  -1.875,
12/26/2024 14:30:00, 11086200.001,                                   0.783,                                  -1.820,
12/26/2024 14:45:00, 11087100.001,                                   0.783,                                  -1.765,
12/26/2024 15:00:00, 11088000.001,                                   0.783,                                  -1.710,
12/26/2024 15:15:00, 11088900.001,                                   0.783,                                  -1.710,
12/26/2024 15:30:00, 11089800.001,                                   0.783,                                  -1.710,
12/26/2024 15:45:00, 11090700.001,                                   0.783,                                  -1.710,
12/26/2024 16:00:00, 11091600.001,                                   0.783,                                  -1.765,
12/26/2024 16:15:00, 11092500.001,                                   0.784,                                  -1.765,
12/26/2024 16:30:00, 11093400.001,                                   0.783,                                  -1.820,
12/26/2024 16:45:00, 11094300.001,                                   0.783,                                  -1.820,
12/26/2024 17:00:00, 11095200.001,                                   0.784,                                  -1.820,
12/26/2024 17:15:00, 11096100.001,                                   0.784,                                  -1.875,
12/26/2024 17:30:00, 11097000.001,                                   0.784,                                  -1.875,
12/26/2024 17:45:00, 11097900.001,                                   0.784,                                  -1.875,
12/26/2024 18:00:00, 11098800.001,                                   0.783,                                  -1.875,
12/26/2024 18:15:00, 11099700.001,                                   0.784,                                  -1.875,
12/26/2024 18:30:00, 11100600.001,                                   0.784,                                  -1.875,
12/26/2024 18:45:00, 11101500.001,                                   0.784,                                  -1.875,
12/26/2024 19:00:00, 11102400.001,                                   0.784,                                  -1.875,
12/26/2024 19:15:00, 11103300.001,                                   0.784,                                  -1.875,
12/26/2024 19:30:00, 11104200.001,                                   0.784,                                  -1.875,
12/26/2024 19:45:00, 11105100.001,                                   0.784,                                  -1.820,
12/26/2024 20:00:00, 11106000.001,                                   0.784,                                  -1.820,
12/26/2024 20:15:00, 11106900.001,                                   0.783,                                  -1.820,
12/26/2024 20:30:00, 11107800.001,                                   0.784,                                  -1.875,
12/26/2024 20:45:00, 11108700.001,                                   0.783,                                  -1.875,
12/26/2024 21:00:00, 11109600.001,                                   0.784,                                  -1.820,
12/26/2024 21:15:00, 11110500.001,                                   0.784,                                  -1.820,
12/26/2024 21:30:00, 11111400.001,                                   0.784,                                  -1.820,
12/26/2024 21:45:00, 11112300.001,                                   0.784,                                  -1.820,
12/26/2024 22:00:00, 11113200.001,                                   0.784,                                  -1.820,
12/26/2024 22:15:00, 11114100.001,                                   0.784,                                  -1.820,
12/26/2024 22:30:00, 11115000.001,                                   0.784,                                  -1.820,
12/26/2024 22:45:00, 11115900.001,                                   0.784,                                  -1.820,
12/26/2024 23:00:00, 11116800.001,                                   0.784,                                  -1.820,
12/26/2024 23:15:00, 11117700.001,                                   0.784,                                  -1.820,
12/26/2024 23:30:00, 11118600.001,                                   0.784,                                  -1.820,
12/26/2024 23:45:00, 11119500.001,                                   0.784,                                  -1.820,
12/27/2024 00:00:00, 11120400.001,                                   0.784,                                  -1.820,
12/27/2024 00:15:00, 11121300.001,                                   0.785,                                  -1.820,
12/27/2024 00:30:00, 11122200.001,                                   0.784,                                  -1.820,
12/27/2024 00:45:00, 11123100.001,                                   0.785,                                  -1.820,
12/27/2024 01:00:00, 11124000.001,                                   0.784,                                  -1.765,
12/27/2024 01:15:00, 11124900.001,                                   0.785,                                  -1.765,
12/27/2024 01:30:00, 11125800.001,                                   0.785,                                  -1.765,
12/27/2024 01:45:00, 11126700.001,                                   0.785,                                  -1.765,
12/27/2024 02:00:00, 11127600.001,                                   0.785,                                  -1.765,
12/27/2024 02:15:00, 11128500.001,                                   0.785,                                  -1.765,
12/27/2024 02:30:00, 11129400.001,                                   0.785,                                  -1.765,
12/27/2024 02:45:00, 11130300.001,                                   0.785,                                  -1.710,
12/27/2024 03:00:00, 11131200.001,                                   0.784,                                  -1.710,
12/27/2024 03:15:00, 11132100.001,                                   0.785,                                  -1.710,
12/27/2024 03:30:00, 11133000.001,                                   0.784,                                  -1.710,
12/27/2024 03:45:00, 11133900.001,                                   0.784,                                  -1.710,
12/27/2024 04:00:00, 11134800.001,                                   0.784,                                  -1.654,
12/27/2024 04:15:00, 11135700.001,                                   0.784,                                  -1.710,
12/27/2024 04:30:00, 11136600.001,                                   0.784,                                  -1.710,
